areacd,2010,2020
K02000001,60.69,62.83
E92000001,64.38,63.14
E12000001,62.63,59.07
E47000006,59.07,58.82
E47000010,53.77,57.69
E47000011,67.57,61.21
E06000047,53.05,58.76
E06000005,53.75,59.49
E06000001,52.97,59.49
E06000002,71,58.83
E06000057,73.63,61.5
E06000003,58.29,56.87
E06000004,65.43,60.12
E11000007,61.28,58.7
E08000037,56.42,57.91
E08000021,62.63,60.84
E08000022,58.98,61.62
E08000023,60.64,57.26
E08000024,54.73,56.12
E12000002,73.12,61.53
E06000008,53.55,58.78
E06000009,66.87,53.49
E06000049,77.19,67.38
E06000050,66.4,63.09
E06000006,62.01,61.44
E06000007,71.18,64.61
E10000006,73.81,61.73
E11000001,65.58,61.39
E47000001,71.26,61.39
E08000001,69.32,60.26
E08000002,63.12,63.4
E08000003,56.64,61.24
E08000004,58.4,56.63
E08000005,53.42,57.35
E08000006,60.33,58.65
E08000007,66.98,65.11
E08000008,66.29,61.64
E08000009,64.41,66.34
E08000010,70.66,59.16
E10000017,73.37,61.43
E11000002,56.49,60.11
E47000004,56.86,60.2
E08000011,67.15,58.72
E08000012,52.55,58.34
E08000014,67.94,63.56
E08000013,61.12,59.32
E08000015,58.94,60.83
E12000003,70.47,61.09
E06000011,75.75,65.34
E06000010,57.1,53.84
E06000012,52.96,55.18
E06000013,66.49,58.65
E06000014,68.06,65.29
E10000023,72.64,67.25
E11000003,65.29,59.47
E47000002,62.89,59.47
E08000016,68.99,55.94
E08000017,62.76,57.38
E08000018,61.85,58.72
E08000019,74.49,62.54
E11000006,64.9,60.73
E47000003,55.8,60.73
E08000032,55.75,60.87
E08000033,66.63,59.02
E08000034,73.78,62.82
E08000035,57.46,61.39
E08000036,56.54,58.04
E12000004,66.27,61.98
E06000015,70.34,57.71
E06000016,58.09,59.62
E06000061,71.55,63.99
E06000018,61.95,57.42
E06000017,78.25,74.65
E06000062,76.61,63.82
E10000007,75.15,61.51
E10000018,70.9,62.87
E10000019,56.62,62.53
E10000024,63.82,62.42
E12000005,62.5,61.86
E06000019,74.83,64.2
E06000051,70.25,62.81
E06000021,59.85,55.93
E06000020,70.97,57.61
E10000028,62.52,63.07
E10000031,63.03,62.12
E11000005,57.4,60.77
E47000007,68.31,60.77
E08000025,54.12,59.17
E08000026,69.47,61.07
E08000027,70.14,62.92
E08000028,60.62,61.55
E08000029,63.35,67.44
E08000030,56.51,59.01
E08000031,55.77,60.04
E10000034,66.51,65.34
E12000006,76.54,64.63
E06000055,75.81,62.3
E06000056,69.25,67.85
E06000032,63.46,59.18
E06000031,69,61.83
E06000033,61.98,63.72
E06000034,58.2,62.76
E10000003,72.1,64.24
E47000008,73.15,63.88
E10000012,73.89,64.22
E10000015,74.73,66.27
E10000020,66.43,62.89
E10000029,68.92,66.99
E12000007,72.97,63.76
E09000007,72.44,64.6
E09000001,#VALUE!,na
E09000012,63.31,60.17
E09000013,63.4,66.09
E09000014,61.46,62.61
E09000019,66.84,62.96
E09000020,72.92,67.41
E09000022,63.14,60.92
E09000023,67.75,64.59
E09000025,65.96,59.48
E09000028,75.29,63.41
E09000030,60.72,65.3
E09000032,68.35,65.44
E09000033,77.91,66.33
E09000002,58.02,58.12
E09000003,58.22,62.86
E09000004,76.7,66.39
E09000005,73.27,62.57
E09000006,77.21,67.44
E09000008,76.52,63.23
E09000009,58.33,61.37
E09000010,63.76,64.31
E09000011,60.27,60.11
E09000015,64.76,64.81
E09000016,62.2,64.6
E09000017,67.28,64.99
E09000018,56.89,62.05
E09000021,68.07,69.41
E09000024,60.74,66.64
E09000026,60.14,60.57
E09000027,66.88,70.23
E09000029,66.56,66.32
E09000031,61.28,63.22
E12000008,68.64,65.48
E06000036,74.67,66.4
E06000043,67.04,65.6
E06000060,77.44,66.84
E06000046,56.6,61.81
E06000035,60.02,60.9
E06000042,62.37,62.1
E06000044,71.11,61.51
E06000038,62.66,66.42
E06000039,68.47,58.07
E06000045,70.21,61.35
E06000037,81.32,69.4
E06000040,63.53,69.7
E06000041,65.56,70.94
E10000011,69.63,63.1
E10000014,72.6,66.65
E10000016,67.45,64.59
E10000025,74.58,67.97
E10000030,71.58,67.76
E10000032,65.98,63.83
E12000009,64.27,64.66
E47000009,69.63,62.68
E06000022,77.86,65.66
E06000058,63.77,64.88
E06000023,58.12,59.83
E06000052,73.36,63.83
E06000059,58.35,62.64
E06000053,#VALUE!,na
E06000024,73.49,61.88
E06000026,72.01,64.25
E06000025,67.9,65.25
E06000030,70.59,61.42
E06000027,72.16,63.78
E06000054,65.03,66.51
E10000008,66.09,66.61
E10000013,67.52,67.43
E10000027,59.14,64.17
W92000004,74.91,61.46
W11000023,73.87,63.93
W11000024,61.6,62.02
W11000025,61.72,60.93
W11000031,60.27,61.1
W11000030,61.09,58.3
W11000028,60.77,60.12
W11000029,65.41,62.6
W06000001,73.88,64.19
W06000002,63.69,65.05
W06000003,72.18,63.41
