areacd,2010,2020
K02000001,74.88,63.59
E92000001,72.18,63.87
E12000001,63.91,59.66
E47000006,51.3,60.08
E47000010,53.2,58.77
E47000011,61.98,60.55
E06000047,50.69,59.86
E06000005,70.23,60.61
E06000001,60.04,58.75
E06000002,74.49,60.6
E06000057,74.49,62.25
E06000003,54.99,58.53
E06000004,52.4,61.5
E11000007,71.53,58.4
E08000037,64.81,58.47
E08000021,65.31,60.71
E08000022,47.22,57.22
E08000023,56.27,58.92
E08000024,47.52,56.87
E12000002,62.74,62.43
E06000008,68.49,59.69
E06000009,49.15,54.29
E06000049,63.34,67.38
E06000050,69.77,67.92
E06000006,69.71,58.01
E06000007,75.09,64.78
E10000006,73.55,65.15
E11000001,74.33,60.87
E47000001,64.84,60.87
E08000001,61.91,62.39
E08000002,61.29,62.24
E08000003,67.84,59.7
E08000004,66.84,58.18
E08000005,56.26,58.53
E08000006,68.25,57.41
E08000007,66.39,62.16
E08000008,57.33,58.16
E08000009,57.56,66.9
E08000010,60.75,61.38
E10000017,60.7,63.97
E11000002,68.41,61.21
E47000004,62.98,60.93
E08000011,62.24,60
E08000012,67.84,57.87
E08000014,58.19,63.75
E08000013,67.54,61.89
E08000015,57.36,63.05
E12000003,69.83,62.07
E06000011,63.95,67.89
E06000010,52.01,57.92
E06000012,65.39,57.51
E06000013,62.04,56.37
E06000014,71.69,64.59
E10000023,79.97,66.4
E11000003,51.57,60.18
E47000002,59.95,60.18
E08000016,51.5,60.06
E08000017,51.99,56.06
E08000018,54.09,56.5
E08000019,63.26,64.29
E11000006,68.25,62.03
E47000003,71.93,62.03
E08000032,67.65,63.35
E08000033,60.32,63.42
E08000034,70.9,61.21
E08000035,58.82,63.93
E08000036,58.04,56.72
E12000004,69.35,61.85
E06000015,70.14,61.59
E06000016,66.07,57.48
E06000061,70.55,63.35
E06000018,65.22,57.05
E06000017,68.86,66.83
E06000062,56.58,65.2
E10000007,65.56,62.62
E10000018,78.09,63.63
E10000019,58.99,60.67
E10000024,63.44,59.95
E12000005,56.99,62.62
E06000019,68.7,66.26
E06000051,76.01,67.14
E06000021,56.96,55.14
E06000020,59.33,60.34
E10000028,63.71,60.65
E10000031,65.76,64.09
E11000005,58.89,61.31
E47000007,69.14,61.31
E08000025,66.97,60.23
E08000026,59.09,63.95
E08000027,59.66,62.67
E08000028,66.41,60.49
E08000029,75.25,65.68
E08000030,58.24,58.35
E08000031,63.33,59.33
E10000034,58.28,66.23
E12000006,67.99,64.99
E06000055,65.44,59.27
E06000056,56.53,66.34
E06000032,54.68,60.03
E06000031,64.63,59.1
E06000033,76.82,62.13
E06000034,71.86,61.69
E10000003,59.16,67.65
E47000008,76.95,65.52
E10000012,69.48,65.92
E10000015,70.59,66.27
E10000020,60.09,63.9
E10000029,71.63,64.37
E12000007,79.85,64.97
E09000007,79.33,66.76
E09000001,NA,NA
E09000012,69.71,61.54
E09000013,61.01,62.62
E09000014,78.64,64.95
E09000019,76.93,63.75
E09000020,75.65,70.02
E09000022,64.69,59.48
E09000023,59.45,63.22
E09000025,68.12,64.6
E09000028,56.04,61.96
E09000030,52.9,57.8
E09000032,83.34,70.14
E09000033,74.59,65.21
E09000002,72.28,60.14
E09000003,61.11,67.12
E09000004,60.47,63.94
E09000005,64.11,68.58
E09000006,81.83,67.61
E09000008,62.98,62.43
E09000009,65.42,65.3
E09000010,65.84,62.05
E09000011,65.88,67.16
E09000015,60.47,60.89
E09000016,72.66,63.84
E09000017,64.14,63.41
E09000018,77.13,62.61
E09000021,82.27,69.63
E09000024,77.89,67.06
E09000026,75.47,63.95
E09000027,78.03,68.87
E09000029,67.46,68.45
E09000031,62.01,67.96
E12000008,64.5,65.94
E06000036,65.62,66.52
E06000043,79.29,65.34
E06000060,72.81,68.58
E06000046,73.33,62.58
E06000035,64.33,63.59
E06000042,67.33,65.21
E06000044,59.28,61.39
E06000038,54.48,62.58
E06000039,68.14,60.28
E06000045,63.84,63.05
E06000037,60.5,70.09
E06000040,74.27,70.26
E06000041,63.2,71.17
E10000011,60.1,63.28
E10000014,56.8,66.11
E10000016,66.4,63.63
E10000025,63.84,69.39
E10000030,68.5,69.69
E10000032,63.13,63.94
E12000009,71.06,65.49
E47000009,55.82,64.69
E06000022,58.06,65.7
E06000058,71.1,65.24
E06000023,52.31,61.5
E06000052,78.9,65.98
E06000059,68.77,65.24
E06000053,NA,NA
E06000024,73.03,68.08
E06000026,66.6,59.26
E06000025,68.8,67.08
E06000030,70.18,62.21
E06000027,55.79,61.86
E06000054,76.3,65.21
E10000008,61.85,68.66
E10000013,57.37,66.38
E10000027,68.55,65.68
W92000004,59.2,62.38
W11000023,69.4,65.24
W11000024,58.34,65.62
W11000025,59.79,63.45
W11000031,71.35,59.49
W11000030,67.94,59.59
W11000028,58.99,58.88
W11000029,64.24,65.87
W06000001,61.06,63.59
W06000002,79.07,68.1
W06000003,63.73,66.01
W06000004,76.55,65.83
W06000005,69.74,63.95
W06000006,57.45,63.26
W06000023,60.99,65.62
W06000008,65.72,64.17
W06000009,73.48,65.75
W06000010,55.57,61.83
W06000011,71.47,60.51
W06000012,64.21,57.92
W06000013,71.46,58.24
W06000014,78.67,64.74
W06000015,74.3,65.86
W06000016,69.2,60.68
W06000024,60.97,57
W06000018,68,57.03
W06000019,48.72,56.46
W06000020,57.84,55.26
W06000021,79.83,69.3
W06000022,63.21,58.11
S92000003,76.1,61.79
S12000033,57.67,61.25
S12000034,66.94,65.86
S12000041,61.15,62.56
S12000035,55.05,64.63
S12000036,67.09,66.48
S12000005,53.25,62.66
S12000006,59.57,61.41
S12000042,65.67,58.01
S12000008,62.13,59.13
S12000045,77.48,66.38
S12000010,72.86,65.31
S12000011,74.83,67.03
S12000014,71.95,59.49
S12000047,54.99,58.98
S12000049,56.21,57.43
S12000017,63.63,65.32
S12000018,73.96,59.38
S12000019,66.51,63.67
S12000020,52.88,62.56
S12000013,57.76,67.52
S12000021,58.05,54.04
S12000050,63.03,55.49
S12000023,74.66,77.49
S12000048,73.2,62.32
S12000038,73.23,61.59
S12000026,56.05,65.3
S12000027,76.24,62.5
S12000028,57.91,63.66
S12000029,59.13,62.66
S12000030,58.95,64.71
S12000039,53.13,58.47
S12000040,69.97,60.98
N92000002,75.46,62.68
N09000001,64.41,61.19
N09000002,72.04,64.25
N09000003,74.3,60.71
N09000004,66.85,59.46
N09000005,71.63,62.43
N09000006,58.87,63.95
N09000007,59.09,68.9
N09000008,64.46,60.11
N09000009,56.75,60.3
N09000010,69.19,62.34
N09000011,54.64,62.91
