"areacd","year","value"
"E92000001","2015",41.43
"E12000001","2015",37.82
"E06000047","2015",43.89
"E06000005","2015",34.8
"E06000001","2015",46.51
"E06000002","2015",42.17
"E06000057","2015",37.61
"E06000003","2015",41.42
"E06000004","2015",46.21
"E08000037","2015",41.06
"E08000021","2015",41.71
"E08000022","2015",33.12
"E08000023","2015",41.27
"E08000024","2015",40.4
"E12000002","2015",42.56
"E06000008","2015",36.54
"E06000009","2015",41.74
"E06000049","2015",34.3
"E06000050","2015",29.63
"E06000006","2015",37.41
"E06000007","2015",35.57
"E10000006","2015",34.47
"E07000026","2015",43.28
"E07000027","2015",43.83
"E07000028","2015",38.23
"E07000029","2015",41.8
"E07000030","2015",25.95
"E07000031","2015",37.03
"E08000001","2015",37.81
"E08000002","2015",34.22
"E08000003","2015",44.08
"E08000004","2015",41.77
"E08000005","2015",37.94
"E08000006","2015",43.92
"E08000007","2015",38.5
"E08000008","2015",34.67
"E08000009","2015",30.29
"E08000010","2015",36.09
"E10000017","2015",34.72
"E07000117","2015",42.45
"E07000118","2015",30.24
"E07000119","2015",32.42
"E07000120","2015",37.83
"E07000121","2015",36.87
"E07000122","2015",44.44
"E07000123","2015",32.82
"E07000124","2015",36.78
"E07000125","2015",33.7
"E07000126","2015",40.62
"E07000127","2015",40.01
"E07000128","2015",31.84
"E08000011","2015",41.8
"E08000012","2015",42.73
"E08000014","2015",40.77
"E08000013","2015",45.12
"E08000015","2015",37.95
"E12000003","2015",38.36
"E06000011","2015",37.98
"E06000010","2015",39.38
"E06000012","2015",44.07
"E06000013","2015",36.75
"E06000014","2015",32.12
"E10000023","2015",35.51
"E07000163","2015",32.74
"E07000164","2015",40.47
"E07000165","2015",33.32
"E07000166","2015",36.23
"E07000167","2015",31.68
"E07000168","2015",35.69
"E07000169","2015",38.32
"E08000016","2015",37.61
"E08000017","2015",43.12
"E08000018","2015",37.86
"E08000019","2015",41.87
"E08000032","2015",38.78
"E08000033","2015",29.95
"E08000034","2015",42.47
"E08000035","2015",37.64
"E08000036","2015",44.7
"E12000004","2015",36.2
"E06000015","2015",39.33
"E06000016","2015",36.76
"E06000061","2015",43.79
"E06000018","2015",48.92
"E06000017","2015",27.23
"E06000062","2015",31.94
"E10000007","2015",34.35
"E07000032","2015",40.18
"E07000033","2015",41.48
"E07000034","2015",36.86
"E07000035","2015",27.22
"E07000036","2015",32.57
"E07000037","2015",30.9
"E07000038","2015",37.34
"E07000039","2015",36.05
"E10000018","2015",33.37
"E07000129","2015",35.72
"E07000130","2015",33.11
"E07000131","2015",24.28
"E07000132","2015",36.58
"E07000133","2015",36.91
"E07000134","2015",30.57
"E07000135","2015",29.29
"E10000019","2015",39.82
"E07000136","2015",40.45
"E07000137","2015",38.59
"E07000138","2015",35.15
"E07000139","2015",34.99
"E07000140","2015",36.86
"E07000141","2015",37.92
"E07000142","2015",38.65
"E10000024","2015",32.92
"E07000170","2015",38.23
"E07000171","2015",42.5
"E07000172","2015",32.56
"E07000173","2015",37.19
"E07000174","2015",37.73
"E07000175","2015",36.42
"E07000176","2015",26.69
"E12000005","2015",44.23
"E06000019","2015",37.96
"E06000051","2015",31.85
"E06000021","2015",43.55
"E06000020","2015",43.1
"E10000028","2015",41.43
"E07000192","2015",43.04
"E07000193","2015",37.41
"E07000194","2015",32.19
"E07000195","2015",38.1
"E07000196","2015",34.65
"E07000197","2015",40.5
"E07000198","2015",39.71
"E07000199","2015",36.34
"E10000031","2015",31.02
"E07000218","2015",37.98
"E07000219","2015",44.52
"E07000220","2015",34.76
"E07000221","2015",27.41
"E07000222","2015",26.92
"E08000025","2015",46.93
"E08000026","2015",45.02
"E08000027","2015",38.94
"E08000028","2015",48.27
"E08000029","2015",32.69
"E08000030","2015",44.79
"E08000031","2015",43.99
"E10000034","2015",31.12
"E07000234","2015",29.38
"E07000235","2015",36.82
"E07000236","2015",40.4
"E07000237","2015",36.35
"E07000238","2015",28.19
"E07000239","2015",41.21
"E12000006","2015",38.48
"E06000055","2015",35.7
"E06000056","2015",29.55
"E06000032","2015",47.09
"E06000031","2015",38.87
"E06000033","2015",42.76
"E06000034","2015",45.61
"E10000003","2015",36.74
"E07000008","2015",32.86
"E07000009","2015",34.17
"E07000010","2015",38.57
"E07000011","2015",29.36
"E07000012","2015",28.81
"E10000012","2015",39.21
"E07000066","2015",37.7
"E07000067","2015",35.03
"E07000068","2015",22.24
"E07000069","2015",42.62
"E07000070","2015",31.99
"E07000071","2015",38.14
"E07000072","2015",31.5
"E07000073","2015",44.17
"E07000074","2015",40.37
"E07000075","2015",33.31
"E07000076","2015",40.49
"E07000077","2015",28.68
"E10000015","2015",34.58
"E07000095","2015",38.46
"E07000096","2015",29.73
"E07000242","2015",26.76
"E07000098","2015",33.99
"E07000099","2015",28.13
"E07000240","2015",26.22
"E07000243","2015",39.45
"E07000102","2015",31.4
"E07000103","2015",32.79
"E07000241","2015",35.67
"E10000020","2015",39.53
"E07000143","2015",32.27
"E07000144","2015",35.09
"E07000145","2015",42.08
"E07000146","2015",35.71
"E07000147","2015",32.74
"E07000148","2015",33.87
"E07000149","2015",32.01
"E10000029","2015",39.07
"E07000200","2015",28.87
"E07000244","2015",36.44
"E07000202","2015",38.89
"E07000203","2015",32.8
"E07000245","2015",34.61
"E12000007","2015",39.42
"E09000007","2015",34.9
"E09000013","2015",37.37
"E09000014","2015",32.07
"E09000019","2015",46.49
"E09000020","2015",33.24
"E09000022","2015",38.75
"E09000023","2015",43.18
"E09000025","2015",42.4
"E09000028","2015",42.6
"E09000030","2015",42.89
"E09000032","2015",31.5
"E09000033","2015",44.59
"E09000002","2015",51.9
"E09000003","2015",38.33
"E09000004","2015",42.74
"E09000005","2015",44
"E09000006","2015",37.99
"E09000008","2015",37.82
"E09000009","2015",37.14
"E09000010","2015",40.46
"E09000011","2015",42.19
"E09000015","2015",38.87
"E09000016","2015",38.13
"E09000017","2015",38.47
"E09000018","2015",41.85
"E09000021","2015",26.91
"E09000024","2015",30.77
"E09000026","2015",42.9
"E09000027","2015",27.09
"E09000029","2015",31.72
"E09000031","2015",38.61
"E12000008","2015",37.19
"E06000036","2015",33.92
"E06000043","2015",36.7
"E06000060","2015",35.75
"E06000046","2015",35.6
"E06000035","2015",40.74
"E06000042","2015",34.87
"E06000044","2015",43.46
"E06000038","2015",37.46
"E06000039","2015",42.7
"E06000045","2015",36.78
"E06000037","2015",26.57
"E06000040","2015",34.2
"E06000041","2015",32.44
"E10000011","2015",37.42
"E07000061","2015",30.07
"E07000062","2015",36.15
"E07000063","2015",26.18
"E07000064","2015",35.77
"E07000065","2015",26.22
"E10000014","2015",34.55
"E07000084","2015",37.53
"E07000085","2015",32.23
"E07000086","2015",35.03
"E07000087","2015",27.74
"E07000088","2015",38.77
"E07000089","2015",28.23
"E07000090","2015",41.61
"E07000091","2015",35.64
"E07000092","2015",36.56
"E07000093","2015",34.46
"E07000094","2015",27.76
"E10000016","2015",31.09
"E07000105","2015",36.91
"E07000106","2015",38.6
"E07000107","2015",44.24
"E07000108","2015",41.7
"E07000112","2015",41.56
"E07000109","2015",41.74
"E07000110","2015",34.2
"E07000111","2015",33.91
"E07000113","2015",35.85
"E07000114","2015",34.19
"E07000115","2015",27.07
"E07000116","2015",27.18
"E10000025","2015",30.85
"E07000177","2015",38.29
"E07000178","2015",42.58
"E07000179","2015",33.53
"E07000180","2015",35.96
"E07000181","2015",27.8
"E10000030","2015",29.01
"E07000207","2015",17.61
"E07000208","2015",24.78
"E07000209","2015",17.86
"E07000210","2015",21.26
"E07000211","2015",31.27
"E07000212","2015",28.53
"E07000213","2015",28.78
"E07000214","2015",30.26
"E07000215","2015",25.59
"E07000216","2015",20.07
"E07000217","2015",24.77
"E10000032","2015",35.62
"E07000223","2015",31.15
"E07000224","2015",34.89
"E07000225","2015",37.43
"E07000226","2015",37.56
"E07000227","2015",26.88
"E07000228","2015",24.58
"E07000229","2015",34.63
"E12000009","2015",29.63
"E06000022","2015",32.47
"E06000058","2015",28.51
"E06000023","2015",35.69
"E06000059","2015",28.97
"E06000024","2015",28.68
"E06000026","2015",31.38
"E06000025","2015",33.43
"E06000030","2015",32.68
"E06000027","2015",37.49
"E06000054","2015",29.65
"E10000008","2015",32.74
"E07000040","2015",32.19
"E07000041","2015",27.24
"E07000042","2015",36.61
"E07000043","2015",28.04
"E07000044","2015",27.34
"E07000045","2015",32.44
"E07000046","2015",31.35
"E07000047","2015",32.24
"E10000013","2015",35.48
"E07000078","2015",27.26
"E07000079","2015",33.54
"E07000080","2015",33.13
"E07000081","2015",34.95
"E07000082","2015",34.53
"E07000083","2015",37.82
"E10000027","2015",32.69
"E07000187","2015",33.23
"E07000188","2015",41.11
"E07000246","2015",33.01
"E07000189","2015",37.16
