"areacd","year","value"
"K02000001","2010","60.69"
"E92000001","2010","64.38"
"E12000001","2010","62.63"
"E06000047","2010","53.05"
"E06000005","2010","53.75"
"E06000001","2010","52.97"
"E06000002","2010","71"
"E06000057","2010","73.63"
"E06000003","2010","58.29"
"E06000004","2010","65.43"
"E08000037","2010","56.42"
"E08000021","2010","62.63"
"E08000022","2010","58.98"
"E08000023","2010","60.64"
"E08000024","2010","54.73"
"E12000002","2010","73.12"
"E06000008","2010","53.55"
"E06000009","2010","66.87"
"E06000049","2010","77.19"
"E06000050","2010","66.4"
"E06000006","2010","62.01"
"E06000007","2010","71.18"
"E10000006","2010","73.81"
"E08000001","2010","69.32"
"E08000002","2010","63.12"
"E08000003","2010","56.64"
"E08000004","2010","58.4"
"E08000005","2010","53.42"
"E08000006","2010","60.33"
"E08000007","2010","66.98"
"E08000008","2010","66.29"
"E08000009","2010","64.41"
"E08000010","2010","70.66"
"E10000017","2010","73.37"
"E08000011","2010","67.15"
"E08000012","2010","52.55"
"E08000014","2010","67.94"
"E08000013","2010","61.12"
"E08000015","2010","58.94"
"E12000003","2010","70.47"
"E06000011","2010","75.75"
"E06000010","2010","57.1"
"E06000012","2010","52.96"
"E06000013","2010","66.49"
"E06000014","2010","68.06"
"E10000023","2010","72.64"
"E08000016","2010","68.99"
"E08000017","2010","62.76"
"E08000018","2010","61.85"
"E08000019","2010","74.49"
"E08000032","2010","55.75"
"E08000033","2010","66.63"
"E08000034","2010","73.78"
"E08000035","2010","57.46"
"E08000036","2010","56.54"
"E12000004","2010","66.27"
"E06000015","2010","70.34"
"E06000016","2010","58.09"
"E06000061","2010","71.55"
"E06000018","2010","61.95"
"E06000017","2010","78.25"
"E06000062","2010","76.61"
"E10000007","2010","75.15"
"E10000018","2010","70.9"
"E10000019","2010","56.62"
"E10000024","2010","63.82"
"E12000005","2010","62.5"
"E06000019","2010","74.83"
"E06000051","2010","70.25"
"E06000021","2010","59.85"
"E06000020","2010","70.97"
"E10000028","2010","62.52"
"E10000031","2010","63.03"
"E08000025","2010","54.12"
"E08000026","2010","69.47"
"E08000027","2010","70.14"
"E08000028","2010","60.62"
"E08000029","2010","63.35"
"E08000030","2010","56.51"
"E08000031","2010","55.77"
"E10000034","2010","66.51"
"E12000006","2010","76.54"
"E06000055","2010","75.81"
"E06000056","2010","69.25"
"E06000032","2010","63.46"
"E06000031","2010","69"
"E06000033","2010","61.98"
"E06000034","2010","58.2"
"E10000003","2010","72.1"
"E10000012","2010","73.89"
"E10000015","2010","74.73"
"E10000020","2010","66.43"
"E10000029","2010","68.92"
"E12000007","2010","72.97"
"E09000007","2010","72.44"
"E09000001","2010","#VALUE!"
"E09000012","2010","63.31"
"E09000013","2010","63.4"
"E09000014","2010","61.46"
"E09000019","2010","66.84"
"E09000020","2010","72.92"
"E09000022","2010","63.14"
"E09000023","2010","67.75"
"E09000025","2010","65.96"
"E09000028","2010","75.29"
"E09000030","2010","60.72"
"E09000032","2010","68.35"
"E09000033","2010","77.91"
"E09000002","2010","58.02"
"E09000003","2010","58.22"
"E09000004","2010","76.7"
"E09000005","2010","73.27"
"E09000006","2010","77.21"
"E09000008","2010","76.52"
"E09000009","2010","58.33"
"E09000010","2010","63.76"
"E09000011","2010","60.27"
"E09000015","2010","64.76"
"E09000016","2010","62.2"
"E09000017","2010","67.28"
"E09000018","2010","56.89"
"E09000021","2010","68.07"
"E09000024","2010","60.74"
"E09000026","2010","60.14"
"E09000027","2010","66.88"
"E09000029","2010","66.56"
"E09000031","2010","61.28"
"E12000008","2010","68.64"
"E06000036","2010","74.67"
"E06000043","2010","67.04"
"E06000060","2010","77.44"
"E06000046","2010","56.6"
"E06000035","2010","60.02"
"E06000042","2010","62.37"
"E06000044","2010","71.11"
"E06000038","2010","62.66"
"E06000039","2010","68.47"
"E06000045","2010","70.21"
"E06000037","2010","81.32"
"E06000040","2010","63.53"
"E06000041","2010","65.56"
"E10000011","2010","69.63"
"E10000014","2010","72.6"
"E10000016","2010","67.45"
"E10000025","2010","74.58"
"E10000030","2010","71.58"
"E10000032","2010","65.98"
"E12000009","2010","64.27"
"E06000022","2010","77.86"
"E06000058","2010","63.77"
"E06000023","2010","58.12"
"E06000052","2010","73.36"
"E06000059","2010","58.35"
"E06000053","2010","#VALUE!"
"E06000024","2010","73.49"
"E06000026","2010","72.01"
"E06000025","2010","67.9"
"E06000030","2010","70.59"
"E06000027","2010","72.16"
